coder,volume_id,descriptive_title,full_description,n_files,thumbnail,investigator_1_lastname,investigator_1_party_id,sharing_level,funding_listed,comments
,1293,,,,,,,,,
,1294,,,,,,,,,
,1295,,,,,,,,,
,1296,,,,,,,,,
,1297,,,,,,,,,
,1298,,,,,,,,,
,1299,,,,,,,,,
ars,1300,yes,no,1,no,,,entire,no,
ars,1301,yes,yes,9,no,,,entire,no,
ars,1302,yes,no,20,no,,,overview,no,lab training videos
ars,1303,yes,no,5,no,,,entire,no,
ars,1304,yes,no,301,no,,,entire,no,
ars,1305,no,no,337,no,LoBue,82,private,no,"shared files, but only overview shared"
ars,1306,yes,no,0,no,,,overview,no,
ars,1307,yes,no,13,no,,,overview,no,"shared files, but only overview shared"
ars,1308,no,yes,0,no,,,overview,no,
ars,1309,yes,yes,319,no,,,overview,no,
ars,1310,yes,yes,67,no,,,overview,no,
ars,1311,yes,yes,0,no,Blumberg,314,overview,no,"describes a collection of videos, but no data"
ars,1312,yes,yes,122,yes,,,entire,no,
ars,1313,yes,yes,40,no,,,overview,no,
ars,1314,yes,no,1,no,,,entire,no,
ars,1315,yes,no,4,no,,,entire,no,
ars,1316,yes,yes,1435,no,,,overview,no,
ars,1317,yes,no,1,no,,,entire,no,
ars,1318,no,no,1383,no,Oakes,538,overview,no,
ars,1319,yes,yes,0,no,Franchak,14,private,no,
ars,1320,yes,no,47,yes,,,overview,no,"shared files, but only overview shared"
sr,1321,yes,yes,32,no,,,entire,yes,
sr,1322,yes,yes,2,yes,,,entire,no,
sr,1323,no,no,68,no,,,overview,no,
sr,1324,no,no,7,no,DelPrince,7299,private,yes,
ars,1325,yes,yes,0,no,,,private,no,
ars,1326,yes,yes,96,no,,,overview,no,
ars,1327,no,no,32,no,,,private,no,
ars,1328,yes,yes,0,no,,,overview,no,
ars,1329,no,no,24,no,,,private,no,
ars,1330,yes,no,0,no,,,overview,no,
ars,1331,no,yes,61,no,,,overview,no,"Title makes sense to PI, but likely no one else"
ars,1332,no,no,0,no,,,overview,no,"Title makes sense to PI, but likely no one else"
ars,1333,no,no,12,no,,,overview,no,"paper submission not listed, public files, but private release level and only Volume overview shared"
ars,1334,yes,no,4,no,,,entire,no,no link to paper referened in description
ars,1335,no,no,2199,no,,,overview,no,
ars,1336,yes,no,3,no,,,private,no,
ars,1337,yes,no,50,no,,,overview,no,
ars,1338,no,no,6,no,,,entire,no,
ars,1339,yes,no,0,no,,,overview,no,volume name: 1339 = 1340
ars,1340,yes,no,0,no,,,overview,no,volume name: 1339 = 1340
ars,1341,yes,yes,36,no,,,overview,no,
ars,1342,no,no,5,no,,,overview,no,
ars,1343,no,no,21,no,,,overview,no,
ars,1344,no,no,25,no,,,overview,no,"Title makes sense to PI, but likely no one else"
ars,1345,no,no,77,no,,,overview,no,
ars,1346,no,no,66,no,,,overview,no,"Title makes sense to PI, but likely no one else"
ars,1347,no,no,11,no,,,overview,no,"Title makes sense to PI, but likely no one else"
ars,1348,yes,yes,39,no,,,overview,no,seems that datasets should be shared based upon description
ars,1349,yes,yes,24,no,,,overview,no,
ars,1350,yes,no,16,no,,,overview,no,
ars,1351,yes,yes,1,no,,,entire,no,"title indicates dataset to me, but is only a sample of conducting study"
ars,1352,no,no,0,no,,,overview,no,
ars,1353,yes,no,0,no,,,overview,no,
ars,1354,no,no,2,no,,,private,no,
ars,1355,yes,no,14,no,,,overview,no,paper citation in description
ars,1356,yes,yes,0,no,,,overview,no,
ars,1357,yes,no,17,no,,,overview,no,
ars,1358,yes,yes,74,yes,,,entire,yes,
ars,1359,no,no,22,no,,,private,no,
ars,1360,yes,no,0,no,,,private,no,
ars,1361,yes,yes,103,no,,,overview,no,
ars,1362,no,yes,0,no,,,overview,no,PLAY
ars,1363,no,yes,0,no,,,overview,no,PLAY
ars,1364,yes,no,0,no,,,private,no,
ars,1365,no,no,49,no,,,overview,no,
rog,1366,no,yes,1,no,,,overview,no,
ars,1366,yes,yes,1,no,,,overview,no,
ars,1367,no,no,0,no,,,private,no,
ars,1368,yes,no,2,no,,,entire,yes,paper citations in description
ars,1369,yes,no,0,no,,,private,no,
ars,1370,no,yes,0,no,,,overview,no,PLAY
ars,1371,no,no,61,no,,,overview,no,
ars,1372,yes,yes,1,no,,,overview,no,
ars,1373,no,no,6,no,,,overview,no,max volume_id as of 10/18/2021
